title,title_type,genre,runtime,mpaa_rating,thtr_rel_year,thtr_rel_month,thtr_rel_day,imdb_rating,imdb_num_votes,critics_rating,critics_score,audience_rating,audience_score,best_pic_nom,best_pic_win,best_actor_win,best_actress_win,best_dir_win,top200_box,director,imdb_url,rt_url
Countdown to Zero,Documentary,Documentary,89.0,PG,2010.0,7.0,23.0,6.9,1943,Certified Fresh,81.0,Upright,72.0,no,no,no,no,no,no,Lucy Walker,http://www.imdb.com/title/tt1572769/,//www.rottentomatoes.com/m/countdown_to_zero/
The Imposter,Documentary,Documentary,99.0,R,2012.0,7.0,13.0,7.5,32338,Certified Fresh,95.0,Upright,78.0,no,no,no,no,no,no,Bart Layton,http://www.imdb.com/title/tt1966604/,//www.rottentomatoes.com/m/the_imposter_2012/
The Perfect Score,Feature Film,Drama,93.0,PG-13,2004.0,1.0,30.0,5.7,19161,Rotten,17.0,Spilled,44.0,no,no,no,no,no,no,Brian Robbins,http://www.imdb.com/title/tt0314498/,//www.rottentomatoes.com/m/perfect_score/
A Perfect Getaway,Feature Film,Mystery & Suspense,98.0,R,2009.0,8.0,7.0,6.5,54871,Fresh,61.0,Spilled,52.0,no,no,no,no,no,no,David Twohy,http://www.imdb.com/title/tt0971209/,//www.rottentomatoes.com/m/a_perfect_getaway/
Death Line (Raw Meat),Feature Film,Horror,87.0,R,1972.0,1.0,1.0,6.0,2433,Fresh,86.0,Spilled,44.0,no,no,no,no,no,no,Gary Sherman,http://www.imdb.com/title/tt0068458/,//www.rottentomatoes.com/m/death_line/
Things to Do in Denver...When You're Dead,Feature Film,Drama,115.0,R,1995.0,12.0,1.0,6.8,21924,Rotten,33.0,Upright,73.0,no,no,no,no,no,no,Gary Fleder,http://www.imdb.com/title/tt0114660/,//www.rottentomatoes.com/m/things_to_do_in_denverwhen_youre_dead/
Mad Max 2: The Road Warrior,Feature Film,Action & Adventure,95.0,R,1981.0,12.0,24.0,7.6,128298,Certified Fresh,98.0,Upright,85.0,no,no,no,no,no,no,George Miller,http://www.imdb.com/title/tt0082694/,//www.rottentomatoes.com/m/mad_max_2_the_road_warrior_1981/
My Girl 2,Feature Film,Drama,99.0,PG,1996.0,6.0,1.0,5.1,14559,Rotten,27.0,Spilled,46.0,no,no,no,no,no,no,Howard Zieff,http://www.imdb.com/title/tt0110613/,//www.rottentomatoes.com/m/my-girl-2/
Candy,Feature Film,Drama,116.0,R,2006.0,11.0,17.0,7.3,34926,Rotten,49.0,Upright,77.0,no,no,yes,no,no,no,Neil Armfield,http://www.imdb.com/title/tt0424880/,//www.rottentomatoes.com/m/candy/
The Secret Garden,Feature Film,Drama,101.0,G,1993.0,3.0,18.0,7.3,27097,Certified Fresh,85.0,Upright,80.0,no,no,no,yes,no,no,Agnieszka Holland,http://www.imdb.com/title/tt0108071/,//www.rottentomatoes.com/m/1045518-secret_garden/
Get on the Bus,Feature Film,Drama,120.0,R,1996.0,10.0,16.0,6.8,4021,Certified Fresh,88.0,Upright,71.0,no,no,no,no,no,no,Spike Lee,http://www.imdb.com/title/tt0116404/,//www.rottentomatoes.com/m/get_on_the_bus/
Ghosts of Abu Ghraib,Documentary,Documentary,78.0,Unrated,2007.0,6.0,1.0,8.0,764,Fresh,100.0,Upright,91.0,no,no,no,no,no,no,Rory Kennedy,http://www.imdb.com/title/tt0912585/,//www.rottentomatoes.com/m/1175777-ghosts_of_abu_ghraib/
Punchline,Feature Film,Drama,128.0,R,1988.0,9.0,30.0,5.8,6418,Rotten,50.0,Spilled,42.0,no,no,yes,yes,no,no,David Seltzer,http://www.imdb.com/title/tt0095927/,//www.rottentomatoes.com/m/punchline/
Bridget Jones - The Edge of Reason,Feature Film,Drama,108.0,R,2004.0,11.0,12.0,5.9,70737,Rotten,27.0,Upright,61.0,no,no,yes,no,no,no,Beeban Kidron,http://www.imdb.com/title/tt0317198/,//www.rottentomatoes.com/m/bridget_jones_the_edge_of_reason/
Code Name: The Cleaner,Feature Film,Action & Adventure,84.0,PG-13,2007.0,1.0,5.0,4.5,9656,Rotten,4.0,Spilled,37.0,no,no,no,no,no,no,Les Mayfield,http://www.imdb.com/title/tt0462229/,//www.rottentomatoes.com/m/code_name_the_cleaner/
Fast & Furious,Feature Film,Mystery & Suspense,107.0,PG-13,2009.0,4.0,3.0,6.6,193702,Rotten,28.0,Upright,67.0,no,no,no,no,no,no,Justin Lin,http://www.imdb.com/title/tt1013752/,//www.rottentomatoes.com/m/fast_and_furious/
House of 1000 Corpses,Feature Film,Horror,89.0,R,2003.0,4.0,11.0,6.0,59076,Rotten,19.0,Upright,65.0,no,no,no,no,no,no,Rob Zombie,http://www.imdb.com/title/tt0251736/,//www.rottentomatoes.com/m/house_of_1000_corpses/
What Women Want,Feature Film,Comedy,127.0,PG-13,2001.0,5.0,1.0,6.4,154148,Rotten,54.0,Spilled,54.0,no,no,no,yes,no,no,Nancy Meyers,http://www.imdb.com/title/tt0207201/,//www.rottentomatoes.com/m/what_women_want/
River's Edge,Feature Film,Drama,99.0,R,1987.0,5.0,8.0,7.1,11377,Fresh,87.0,Upright,76.0,no,no,no,no,no,no,Tim Hunter,http://www.imdb.com/title/tt0091860/,//www.rottentomatoes.com/m/rivers_edge/
The Babysitter,Feature Film,Mystery & Suspense,90.0,R,1995.0,10.0,17.0,4.2,3302,Rotten,17.0,Spilled,15.0,no,no,no,no,no,no,Guy Ferland,http://www.imdb.com/title/tt0112438/,//www.rottentomatoes.com/m/1061044-babysitter/
Saint of 9/11,Documentary,Documentary,90.0,Unrated,2006.0,9.0,6.0,7.8,180,Fresh,84.0,Upright,79.0,no,no,no,no,no,no,Glenn Holsten,http://www.imdb.com/title/tt0795458/,//www.rottentomatoes.com/m/saint_of_911/
Black Death,Feature Film,Drama,102.0,R,2011.0,3.0,11.0,6.4,34253,Fresh,68.0,Spilled,49.0,no,no,yes,no,no,no,Christopher Smith,http://www.imdb.com/title/tt1181791/,//www.rottentomatoes.com/m/black_death-2010/
Little Manhattan,Feature Film,Drama,84.0,PG,2005.0,9.0,30.0,7.6,17960,Fresh,77.0,Upright,86.0,no,no,no,no,no,no,Mark Levin,http://www.imdb.com/title/tt0412922/,//www.rottentomatoes.com/m/little_manhattan/
In Search of Beethoven,Documentary,Musical & Performing Arts,139.0,Unrated,2009.0,4.0,17.0,7.5,281,Fresh,92.0,Upright,77.0,no,no,no,no,no,no,Phil Grabsky,http://www.imdb.com/title/tt1308123/,//www.rottentomatoes.com/m/in_search_of_beethoven/
Taps,Feature Film,Drama,126.0,PG,1981.0,12.0,9.0,6.7,12498,Fresh,75.0,Upright,67.0,no,no,yes,no,no,no,Harold Becker,http://www.imdb.com/title/tt0083169/,//www.rottentomatoes.com/m/taps/
"Planes, Trains and Automobiles",Feature Film,Comedy,93.0,R,1987.0,11.0,25.0,7.6,86831,Certified Fresh,94.0,Upright,87.0,no,no,no,no,no,no,John Hughes,http://www.imdb.com/title/tt0093748/,//www.rottentomatoes.com/m/planes_trains_and_automobiles/
Mirrors,Feature Film,Mystery & Suspense,110.0,R,2008.0,8.0,15.0,6.2,83424,Rotten,14.0,Spilled,44.0,no,no,no,no,no,no,Alexandre Aja,http://www.imdb.com/title/tt0790686/,//www.rottentomatoes.com/m/1197016-mirrors/
A Shot at Glory,Feature Film,Drama,114.0,R,2001.0,6.0,8.0,6.3,1803,Fresh,67.0,Upright,65.0,no,no,no,no,no,no,Michael Corrente,http://www.imdb.com/title/tt0193854/,//www.rottentomatoes.com/m/a_shot_at_glory_2001/
Flipped,Feature Film,Drama,90.0,PG,2010.0,8.0,6.0,7.7,56919,Rotten,55.0,Upright,78.0,no,no,no,no,no,no,Rob Reiner,http://www.imdb.com/title/tt0817177/,//www.rottentomatoes.com/m/flipped/
Sweet Sixteen,Feature Film,Drama,106.0,R,2003.0,5.0,16.0,7.5,10250,Certified Fresh,97.0,Upright,87.0,no,no,no,no,no,no,Ken Loach,http://www.imdb.com/title/tt0313670/,//www.rottentomatoes.com/m/sweet_sixteen/
Cold Creek Manor,Feature Film,Mystery & Suspense,118.0,R,2003.0,9.0,19.0,4.9,18005,Rotten,12.0,Spilled,22.0,no,no,no,no,no,no,Mike Figgis,http://www.imdb.com/title/tt0331468/,//www.rottentomatoes.com/m/cold_creek_manor/
Snake Eyes,Feature Film,Drama,98.0,R,1998.0,8.0,7.0,5.9,62773,Rotten,40.0,Spilled,35.0,no,no,yes,no,no,no,Brian DePalma,http://www.imdb.com/title/tt0120832/,//www.rottentomatoes.com/m/snake_eyes/
Croupier,Feature Film,Mystery & Suspense,94.0,R,2000.0,4.0,21.0,7.2,15444,Certified Fresh,98.0,Upright,80.0,no,no,no,no,no,no,Mike Hodges,http://www.imdb.com/title/tt0159382/,//www.rottentomatoes.com/m/croupier/
What About Bob?,Feature Film,Drama,99.0,PG,1991.0,1.0,1.0,7.0,48756,Fresh,83.0,Upright,79.0,no,no,yes,no,no,no,Frank Oz,http://www.imdb.com/title/tt0103241/,//www.rottentomatoes.com/m/what_about_bob/
The Ex,Feature Film,Comedy,89.0,PG-13,2007.0,5.0,11.0,5.6,14986,Rotten,19.0,Spilled,32.0,no,no,no,no,no,no,Jesse Peretz,http://www.imdb.com/title/tt0458364/,//www.rottentomatoes.com/m/fast-track-the-ex/
A Haunted House 2,Feature Film,Comedy,86.0,R,2014.0,4.0,18.0,4.7,13525,Rotten,8.0,Spilled,44.0,no,no,no,no,no,no,Michael Tiddes,http://www.imdb.com/title/tt2828996/,//www.rottentomatoes.com/m/a_haunted_house_2/
Real Steel,Feature Film,Drama,127.0,PG-13,2011.0,10.0,7.0,7.1,246343,Fresh,60.0,Upright,73.0,no,no,no,no,no,no,Shawn Levy,http://www.imdb.com/title/tt0433035/,//www.rottentomatoes.com/m/real_steel/
Wanted,Feature Film,Action & Adventure,110.0,R,2008.0,6.0,12.0,6.7,290958,Certified Fresh,72.0,Upright,69.0,no,no,no,no,no,no,Timur Bekmambetov,http://www.imdb.com/title/tt0493464/,//www.rottentomatoes.com/m/1174279-wanted/
Thieves Like Us,Feature Film,Drama,123.0,R,1974.0,2.0,11.0,7.1,3146,Fresh,89.0,Upright,71.0,no,no,no,yes,no,no,Robert Altman,http://www.imdb.com/title/tt0072274/,//www.rottentomatoes.com/m/thieves_like_us/
In Dreams,Feature Film,Mystery & Suspense,100.0,R,1999.0,1.0,15.0,5.5,10886,Rotten,25.0,Spilled,39.0,no,no,no,no,no,no,Neil Jordan,http://www.imdb.com/title/tt0120710/,//www.rottentomatoes.com/m/in_dreams/
Mallrats,Feature Film,Comedy,94.0,R,1995.0,10.0,20.0,7.2,96471,Rotten,55.0,Upright,82.0,no,no,no,no,no,no,Kevin Smith,http://www.imdb.com/title/tt0113749/,//www.rottentomatoes.com/m/mallrats/
Medicine Man,Feature Film,Drama,106.0,PG-13,1992.0,2.0,7.0,5.9,17101,Rotten,20.0,Spilled,46.0,no,no,no,no,no,no,John McTiernan,http://www.imdb.com/title/tt0104839/,//www.rottentomatoes.com/m/1038176-medicine_man/
Sea Monsters: A Prehistoric Adventure,Documentary,Documentary,40.0,G,2007.0,10.0,5.0,7.0,723,Fresh,100.0,Upright,68.0,no,no,no,no,no,no,Sean MacLeod Phillips,http://www.imdb.com/title/tt1027743/,//www.rottentomatoes.com/m/sea_monsters_a_prehistoric_adventure/
Ray,Feature Film,Drama,152.0,PG-13,2004.0,10.0,29.0,7.7,106171,Certified Fresh,81.0,Upright,87.0,yes,no,yes,no,no,no,Taylor Hackford,http://www.imdb.com/title/tt0350258/,//www.rottentomatoes.com/m/ray/
Coach Carter,Feature Film,Drama,136.0,PG-13,2005.0,1.0,14.0,7.2,88777,Fresh,65.0,Upright,85.0,no,no,no,no,no,no,Thomas Carter,http://www.imdb.com/title/tt0393162/,//www.rottentomatoes.com/m/coach_carter/
Training Day,Feature Film,Drama,122.0,R,2001.0,10.0,5.0,7.7,294683,Fresh,72.0,Upright,89.0,no,no,yes,no,no,no,Antoine Fuqua,http://www.imdb.com/title/tt0139654/,//www.rottentomatoes.com/m/training_day/
Saturday Night Fever,Feature Film,Drama,118.0,R,1977.0,12.0,19.0,6.8,51534,Certified Fresh,88.0,Upright,71.0,no,no,no,no,no,yes,John Badham,http://www.imdb.com/title/tt0076666/,//www.rottentomatoes.com/m/saturday_night_fever/
The Mother,Feature Film,Drama,112.0,R,2004.0,5.0,28.0,6.9,3487,Certified Fresh,77.0,Upright,62.0,no,no,no,no,no,no,Roger Michell,http://www.imdb.com/title/tt0323298/,//www.rottentomatoes.com/m/1132642-mother/
Under Fire,Feature Film,Mystery & Suspense,128.0,R,1983.0,10.0,21.0,7.1,5115,Fresh,88.0,Upright,68.0,no,no,yes,no,no,no,Roger Spottiswoode,http://www.imdb.com/title/tt0086510/,//www.rottentomatoes.com/m/under_fire/
Hairspray,Feature Film,Drama,92.0,PG,1988.0,2.0,26.0,6.9,15449,Fresh,97.0,Upright,80.0,no,no,no,no,no,no,John Waters,http://www.imdb.com/title/tt0095270/,//www.rottentomatoes.com/m/1009096-hairspray/
Sweet Liberty,Feature Film,Comedy,106.0,PG,1986.0,5.0,14.0,5.7,2181,Fresh,75.0,Spilled,34.0,no,no,no,no,no,no,Alan Alda,http://www.imdb.com/title/tt0092035/,//www.rottentomatoes.com/m/sweet_liberty/
Urban Cowboy,Feature Film,Other,132.0,PG,1980.0,6.0,6.0,6.2,9832,Fresh,77.0,Upright,81.0,no,no,no,no,no,no,James Bridges,http://www.imdb.com/title/tt0081696/,//www.rottentomatoes.com/m/urban_cowboy/
Shooter,Feature Film,Drama,124.0,R,2007.0,3.0,23.0,7.2,247105,Rotten,48.0,Upright,80.0,no,no,no,no,no,no,Antoine Fuqua,http://www.imdb.com/title/tt0822854/,//www.rottentomatoes.com/m/shooter/
Crumb,Documentary,Comedy,119.0,R,1995.0,5.0,19.0,8.0,13614,Certified Fresh,95.0,Upright,89.0,no,no,no,no,no,no,Terry Zwigoff,http://www.imdb.com/title/tt0109508/,//www.rottentomatoes.com/m/crumb/
Just Friends,Feature Film,Drama,96.0,PG-13,2005.0,11.0,23.0,6.2,78297,Rotten,42.0,Upright,72.0,no,no,no,no,no,no,Roger  Kumble,http://www.imdb.com/title/tt0433400/,//www.rottentomatoes.com/m/just_friends/
Over the Edge,Feature Film,Drama,95.0,PG,1979.0,1.0,1.0,7.6,4369,Fresh,89.0,Upright,86.0,no,no,no,no,no,no,Jonathan Kaplan,http://www.imdb.com/title/tt0079688/,//www.rottentomatoes.com/m/over_the_edge/
Operation Dumbo Drop,Feature Film,Comedy,107.0,PG,1995.0,7.0,28.0,4.9,6765,Rotten,31.0,Spilled,29.0,no,no,no,no,no,no,Simon Wincer,http://www.imdb.com/title/tt0114048/,//www.rottentomatoes.com/m/operation_dumbo_drop/
The Postman Always Rings Twice,Feature Film,Mystery & Suspense,122.0,PG,1981.0,3.0,20.0,6.6,16137,Fresh,83.0,Spilled,59.0,no,no,yes,yes,no,no,Bob Rafelson,http://www.imdb.com/title/tt0082934/,//www.rottentomatoes.com/m/1016592-postman_always_rings_twice/
Monster,Feature Film,Drama,109.0,R,2004.0,1.0,9.0,7.3,101850,Certified Fresh,82.0,Upright,81.0,no,no,no,yes,no,no,Patty Jenkins,http://www.imdb.com/title/tt0340855/,//www.rottentomatoes.com/m/1128647-monster/
Bright Leaves,Documentary,Documentary,107.0,Unrated,2004.0,8.0,25.0,7.1,504,Certified Fresh,86.0,Upright,71.0,no,no,no,yes,no,no,Ross McElwee,http://www.imdb.com/title/tt0372806/,//www.rottentomatoes.com/m/bright_leaves/
Teenage Paparazzo,Documentary,Documentary,94.0,Unrated,2010.0,12.0,31.0,7.4,1935,Fresh,100.0,Upright,94.0,no,no,no,no,no,no,Adrian Grenier,http://www.imdb.com/title/tt1232206/,//www.rottentomatoes.com/m/teenage-paparazzi/
The Gauntlet,Feature Film,Mystery & Suspense,109.0,R,1977.0,1.0,1.0,6.4,15116,Fresh,82.0,Spilled,54.0,no,no,no,no,yes,no,Clint Eastwood,http://www.imdb.com/title/tt0076070/,//www.rottentomatoes.com/m/gauntlet/
Jerry Maguire,Feature Film,Drama,139.0,R,1996.0,12.0,13.0,7.3,183717,Certified Fresh,85.0,Upright,79.0,yes,no,no,no,no,no,Cameron Crowe,http://www.imdb.com/title/tt0116695/,//www.rottentomatoes.com/m/jerry_maguire/
Felon,Feature Film,Drama,104.0,R,2008.0,7.0,17.0,7.5,64873,Rotten,59.0,Upright,82.0,no,no,no,no,no,no,Ric Roman Waugh,http://www.imdb.com/title/tt1117385/,//www.rottentomatoes.com/m/10010077-felon/
On Golden Pond,Feature Film,Drama,109.0,PG,1981.0,12.0,4.0,7.7,20738,Fresh,92.0,Upright,87.0,yes,no,yes,yes,no,yes,Mark Rydell,http://www.imdb.com/title/tt0082846/,//www.rottentomatoes.com/m/on_golden_pond/
Army of Darkness,Feature Film,Action & Adventure,81.0,R,1993.0,2.0,19.0,7.6,123769,Fresh,72.0,Upright,87.0,no,no,no,no,no,no,Sam Raimi,http://www.imdb.com/title/tt0106308/,//www.rottentomatoes.com/m/army_of_darkness/
Maverick,Feature Film,Other,127.0,PG-13,1994.0,5.0,20.0,7.0,79866,Fresh,67.0,Upright,71.0,no,no,no,yes,no,no,Richard Donner,http://www.imdb.com/title/tt0110478/,//www.rottentomatoes.com/m/maverick/
The Little Mermaid,Feature Film,Animation,83.0,G,1989.0,1.0,1.0,7.6,160237,Certified Fresh,92.0,Upright,88.0,no,no,no,no,no,no,John Musker,http://www.imdb.com/title/tt0097757/,//www.rottentomatoes.com/m/the_little_mermaid_1989/
Astro Boy (AstroBoy),Feature Film,Action & Adventure,94.0,PG,2009.0,10.0,23.0,6.3,24595,Rotten,49.0,Spilled,50.0,no,no,yes,no,no,no,David Bowers,http://www.imdb.com/title/tt0375568/,//www.rottentomatoes.com/m/astro_boy/
The Trip,Feature Film,Art House & International,112.0,Unrated,2011.0,6.0,10.0,7.0,16883,Certified Fresh,89.0,Upright,70.0,no,no,no,no,no,no,Michael Winterbottom,http://www.imdb.com/title/tt1740047/,//www.rottentomatoes.com/m/the_trip_2011/
Pete Seeger: The Power of Song,Documentary,Documentary,93.0,PG,2007.0,4.0,29.0,8.4,390,Fresh,95.0,Upright,92.0,no,no,no,no,no,no,Jim Brown,http://www.imdb.com/title/tt1003116/,//www.rottentomatoes.com/m/pete_seeger_the_power_of_song/
Zombi 2,Feature Film,Horror,91.0,R,1980.0,7.0,18.0,6.9,19539,Rotten,42.0,Upright,70.0,no,no,no,no,no,no,Lucio Fulci,http://www.imdb.com/title/tt0080057/,//www.rottentomatoes.com/m/zombi_2_1979/
Jaws 2,Feature Film,Action & Adventure,116.0,PG,1978.0,6.0,16.0,5.7,48718,Rotten,53.0,Spilled,38.0,no,no,no,no,no,no,Jeannot Szwarc,http://www.imdb.com/title/tt0077766/,//www.rottentomatoes.com/m/jaws_2/
Maniac,Feature Film,Horror,89.0,Unrated,2013.0,6.0,21.0,6.1,26301,Rotten,49.0,Spilled,44.0,no,no,no,no,no,no,Franck Khalfoun,http://www.imdb.com/title/tt2103217/,//www.rottentomatoes.com/m/maniac_2013/
Velvet Goldmine,Feature Film,Musical & Performing Arts,124.0,R,1998.0,11.0,6.0,7.0,26943,Rotten,56.0,Upright,80.0,no,no,no,no,no,no,Todd Haynes,http://www.imdb.com/title/tt0120879/,//www.rottentomatoes.com/m/velvet_goldmine/
Undertaking Betty,Feature Film,Drama,94.0,PG-13,2003.0,1.0,1.0,6.7,4077,Rotten,40.0,Upright,66.0,no,no,no,no,no,no,Nich Hurran,http://www.imdb.com/title/tt0298504/,//www.rottentomatoes.com/m/undertaking_betty/
Taking Lives,Feature Film,Drama,103.0,R,2004.0,3.0,19.0,6.2,63511,Rotten,22.0,Spilled,55.0,no,no,no,no,no,no,D.J. Caruso,http://www.imdb.com/title/tt0364045/,//www.rottentomatoes.com/m/taking_lives/
The Illusionist (L'illusionniste),Feature Film,Drama,80.0,PG,2010.0,12.0,25.0,7.5,27601,Certified Fresh,90.0,Upright,79.0,no,no,no,no,no,no,Sylvain Chomet,http://www.imdb.com/title/tt0775489/,//www.rottentomatoes.com/m/the_illusionist-2009/
Titanic,Feature Film,Drama,194.0,PG-13,1997.0,12.0,19.0,7.7,756602,Certified Fresh,88.0,Upright,69.0,yes,yes,no,yes,yes,yes,James Cameron,http://www.imdb.com/title/tt0120338/,//www.rottentomatoes.com/m/titanic/
The Tillman Story,Documentary,Documentary,94.0,R,2010.0,8.0,20.0,7.8,3998,Certified Fresh,93.0,Upright,91.0,no,no,no,no,no,no,Amir Bar-Lev,http://www.imdb.com/title/tt1568334/,//www.rottentomatoes.com/m/the_tillman_story/
To The Wonder,Feature Film,Drama,112.0,R,2013.0,4.0,12.0,6.0,19898,Rotten,46.0,Spilled,38.0,no,no,no,no,no,no,Terrence Malick,http://www.imdb.com/title/tt1595656/,//www.rottentomatoes.com/m/to_the_wonder/
Snow Angels,Feature Film,Drama,107.0,R,2007.0,1.0,19.0,6.9,10786,Fresh,68.0,Upright,67.0,no,no,no,no,no,no,David Gordon Green,http://www.imdb.com/title/tt0453548/,//www.rottentomatoes.com/m/snow_angels/
Mrs. Dalloway,Feature Film,Drama,97.0,PG-13,1998.0,2.0,20.0,6.9,2857,Fresh,71.0,Spilled,58.0,no,no,no,no,no,no,Marleen Gorris,http://www.imdb.com/title/tt0119723/,//www.rottentomatoes.com/m/mrs_dalloway/
F for Fake,Documentary,Documentary,89.0,Unrated,1974.0,9.0,1.0,7.8,9675,Certified Fresh,88.0,Upright,89.0,no,no,no,no,no,no,Orson Welles,http://www.imdb.com/title/tt0072962/,//www.rottentomatoes.com/m/f_for_fake/
Saving Face,Feature Film,Drama,91.0,R,2005.0,5.0,27.0,7.6,7545,Certified Fresh,87.0,Upright,88.0,no,no,no,no,no,no,Alice Wu,http://www.imdb.com/title/tt0384504/,//www.rottentomatoes.com/m/saving_face/
The Jerky Boys,Feature Film,Comedy,82.0,R,1995.0,2.0,3.0,4.5,2113,Rotten,9.0,Spilled,52.0,no,no,no,no,no,no,James Melkonian,http://www.imdb.com/title/tt0110189/,//www.rottentomatoes.com/m/jerky_boys_the_the_movie/
The Unbelievable Truth,Feature Film,Drama,90.0,R,1990.0,6.0,1.0,7.5,3448,Fresh,100.0,Upright,89.0,no,no,no,no,no,no,Hal Hartley,http://www.imdb.com/title/tt0100842/,//www.rottentomatoes.com/m/unbelievable_truth/
Article 99,Feature Film,Drama,100.0,R,1992.0,3.0,13.0,6.0,2441,Rotten,46.0,Spilled,55.0,no,no,yes,no,no,no,Howard Deutch,http://www.imdb.com/title/tt0101371/,//www.rottentomatoes.com/m/article_99/
Great Balls of Fire,Feature Film,Drama,108.0,PG-13,1989.0,6.0,30.0,6.2,12402,Fresh,63.0,Spilled,53.0,no,no,no,no,no,no,Jim McBride,http://www.imdb.com/title/tt0097457/,//www.rottentomatoes.com/m/great_balls_of_fire/
Condorman,Feature Film,Action & Adventure,90.0,PG,1981.0,8.0,7.0,5.7,3373,Rotten,25.0,Upright,65.0,no,no,no,no,no,no,Charles Jarrott,http://www.imdb.com/title/tt0082199/,//www.rottentomatoes.com/m/condorman/
Man of the House,Feature Film,Comedy,96.0,PG,1995.0,3.0,3.0,4.9,6322,Rotten,14.0,Spilled,33.0,no,no,no,no,no,no,James Orr,http://www.imdb.com/title/tt0113755/,//www.rottentomatoes.com/m/1059858-man_of_the_house/
Broken,Feature Film,Documentary,91.0,Unrated,2013.0,7.0,19.0,7.3,9906,Fresh,63.0,Upright,74.0,no,no,no,no,no,no,Billy Corben,http://www.imdb.com/title/tt1441940/,//www.rottentomatoes.com/m/broken_2012/
The Big Red One,Feature Film,Drama,113.0,PG,1980.0,5.0,28.0,7.2,15025,Certified Fresh,91.0,Upright,78.0,no,no,yes,no,no,no,Samuel Fuller,http://www.imdb.com/title/tt0080437/,//www.rottentomatoes.com/m/big_red_one/
Mighty Aphrodite,Feature Film,Comedy,95.0,R,1995.0,10.0,27.0,7.1,30826,Fresh,77.0,Upright,73.0,no,no,no,no,yes,no,Woody Allen,http://www.imdb.com/title/tt0113819/,//www.rottentomatoes.com/m/mighty_aphrodite/
Captain Phillips,Feature Film,Drama,134.0,PG-13,2013.0,10.0,11.0,7.9,309896,Certified Fresh,93.0,Upright,89.0,yes,no,yes,no,no,no,Paul Greengrass,http://www.imdb.com/title/tt1535109/,//www.rottentomatoes.com/m/captain_phillips/
Amityville II: The Possession,Feature Film,Horror,104.0,R,1982.0,9.0,24.0,5.4,7284,Rotten,7.0,Spilled,35.0,no,no,no,no,no,no,Damiano Damiani,http://www.imdb.com/title/tt0083550/,//www.rottentomatoes.com/m/amityville_2_the_possession/
The Long Kiss Goodnight,Feature Film,Mystery & Suspense,121.0,R,1996.0,10.0,11.0,6.7,58907,Fresh,67.0,Upright,70.0,no,no,no,no,no,no,Renny Harlin,http://www.imdb.com/title/tt0116908/,//www.rottentomatoes.com/m/long_kiss_goodnight/
Fool's Gold,Feature Film,Action & Adventure,112.0,PG-13,2008.0,2.0,8.0,5.6,57251,Rotten,11.0,Spilled,48.0,no,no,yes,no,no,no,Andy Tennant,http://www.imdb.com/title/tt0770752/,//www.rottentomatoes.com/m/fools_gold_2008/
Doogal,Feature Film,Animation,85.0,G,2006.0,2.0,24.0,2.8,3790,Rotten,8.0,Spilled,18.0,no,no,no,no,no,no,Frank Passingham,http://www.imdb.com/title/tt0763304/,//www.rottentomatoes.com/m/1156283-doogal/
Bait,Feature Film,Drama,119.0,R,2000.0,9.0,15.0,5.7,8818,Rotten,26.0,Spilled,41.0,no,no,yes,no,no,no,Antoine Fuqua,http://www.imdb.com/title/tt0211938/,//www.rottentomatoes.com/m/1100039-bait/
Body of Evidence,Feature Film,Mystery & Suspense,99.0,R,1992.0,6.0,1.0,4.3,11125,Rotten,6.0,Spilled,22.0,no,no,no,yes,no,no,Uli Edel,http://www.imdb.com/title/tt0106453/,//www.rottentomatoes.com/m/body_of_evidence/
The Hunger Games,Feature Film,Drama,142.0,PG-13,2012.0,3.0,23.0,7.3,675907,Certified Fresh,84.0,Upright,81.0,no,no,no,yes,no,yes,Gary Ross,http://www.imdb.com/title/tt1392170/,//www.rottentomatoes.com/m/the_hunger_games/
Hell's Kitchen N.Y.C.,Feature Film,Drama,95.0,R,1999.0,12.0,31.0,4.9,2120,Rotten,40.0,Spilled,35.0,no,no,no,no,no,no,Tony Cinciripini,http://www.imdb.com/title/tt0129136/,//www.rottentomatoes.com/m/hells_kitchen_nyc/
The Lake House,Feature Film,Drama,99.0,PG,2006.0,6.0,16.0,6.8,111132,Rotten,35.0,Upright,73.0,no,no,no,yes,no,no,Alejandro Agresti,http://www.imdb.com/title/tt0410297/,//www.rottentomatoes.com/m/lake_house/
In the Name of the Father,Feature Film,Drama,133.0,R,1993.0,12.0,29.0,8.1,103378,Certified Fresh,94.0,Upright,95.0,yes,no,yes,yes,no,no,Jim Sheridan,http://www.imdb.com/title/tt0107207/,//www.rottentomatoes.com/m/in_the_name_of_the_father/
Desperate Measures,Feature Film,Drama,100.0,R,1997.0,6.0,1.0,6.1,13682,Rotten,17.0,Spilled,37.0,no,no,no,no,no,no,Barbet Schroeder,http://www.imdb.com/title/tt0118966/,//www.rottentomatoes.com/m/desperate_measures/
The Invasion,Feature Film,Mystery & Suspense,99.0,PG-13,2007.0,8.0,17.0,5.9,63672,Rotten,19.0,Spilled,40.0,no,no,no,yes,no,no,Oliver Hirschbiegel,http://www.imdb.com/title/tt0427392/,//www.rottentomatoes.com/m/invasion/
